Title,Author,Location,Highlight
"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,2047,Be nicer and less flashy. No one is impressed with your possessions as much as you are. You might think you want a fancy car or a nice watch. But what you probably want is respect and admiration. And you’re more likely to gain those things through kindness and humility than horsepower and chrome.
"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,2049,"Save. Just save. You don’t need a specific reason to save. It’s great to save for a car, or a downpayment, or a medical emergency. But saving for things that are impossible to predict or define is one of the best reasons to save. Everyone’s life is a continuous chain of surprises. Savings that aren’t earmarked for anything in particular is a hedge against life’s inevitable ability to surprise the hell out of you at the worst possible moment."
"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,2052,"Define the cost of success and be ready to pay it. Because nothing worthwhile is free. And remember that most financial costs don’t have visible price tags. Uncertainty, doubt, and regret are common costs in the finance world. They’re often worth paying. But you have to view them as fees (a price worth paying to get something nice in exchange) rather than fines (a penalty you should avoid)."
"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,2055,"Worship room for error. A gap between what could happen in the future and what you need to happen in the future in order to do well is what gives you endurance, and endurance is what makes compounding magic over time. Room for error often looks like a conservative hedge, but if it keeps you in the game it can pay for itself many times over."
"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,2058,"Avoid the extreme ends of financial decisions. Everyone’s goals and desires will change over time, and the more extreme your past decisions were the more you may regret them as you evolve."
"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,2059,You should like risk because it pays off over time. But you should be paranoid of ruinous risk because it prevents you from taking future risks that will pay off over time.
"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,2061,"Define the game you’re playing, and make sure your actions are not being influenced by people playing a different game."
"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,2062,"Respect the mess. Smart, informed, and reasonable people can disagree in finance, because people have vastly different goals and desires. There is no single right answer; just the answer that works for you."
"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,2114,Nassim Taleb explained: “True success is exiting some rat race to modulate one’s activities for peace of mind.”
"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,2140,Every investor should pick a strategy that has the highest odds of successfully meeting their goals.
"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,2141,"I think for most investors, dollar-cost averaging into a low-cost index fund will provide the highest odds of long-term success."
"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,2148,"Life is about playing the odds, and we all think about odds a little differently."
"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,2158,I like it simple. One of my deeply held investing beliefs is that there is little correlation between investment effort and investment results. The reason is because the world is driven by tails—a few variables account for the majority of returns. No matter how hard you try at investing you won’t do well if you miss the two or three things that move the needle in your strategy. The reverse is true. Simple investment strategies can work great as long as they capture the few things that are important to that strategy’s success.
"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,2161,"My investing strategy doesn’t rely on picking the right sector, or timing the next recession. It relies on a high savings rate, patience, and optimism that the global economy will create value over the next several decades. I spend virtually all of my investing effort thinking about those three things—especially the first two, which I can control."
"The Innovators How a Group of Hackers, Geniuses, and Geeks Created the Digital Revolution",Walter Isaacson,595,"“It may be desirable to explain that by the word ‘operation,’ we mean any process which alters the mutual relation of two or more things, be this relation of what kind it may.”"
"The Innovators How a Group of Hackers, Geniuses, and Geeks Created the Digital Revolution",Walter Isaacson,701,"Innovators came up with ways to simplify endeavors by breaking them into easy, small tasks that could be accomplished on assembly lines."
"The Innovators How a Group of Hackers, Geniuses, and Geeks Created the Digital Revolution",Walter Isaacson,788,Innovation occurs when ripe seeds fall on fertile ground.
"The Innovators How a Group of Hackers, Geniuses, and Geeks Created the Digital Revolution",Walter Isaacson,1276,"“A new idea comes suddenly and in a rather intuitive way,” Einstein once said, “but intuition is nothing but the outcome of earlier intellectual experience.” When people take insights from multiple sources and put them together, it’s natural for them to think that the resulting ideas are their own—as in truth they are."
